Date,Close
2014-02-03,3402.79
2014-02-04,3390.95
2014-02-05,3427.89
2014-02-06,3488.0
2014-02-07,3488.51
2014-02-10,3496.66
2014-02-11,3529.18
2014-02-12,3555.47
2014-02-13,3555.86
2014-02-14,3581.1
2014-02-17,3580.98
2014-02-18,3554.92
2014-02-19,3576.53
2014-02-20,3543.95
2014-02-21,3558.9
2014-02-24,3590.85
2014-02-25,3573.34
2014-02-26,3524.98
2014-02-27,3538.76
2014-02-28,3579.72
2014-03-03,3387.66
2014-03-04,3507.37
2014-03-05,3475.4
2014-03-06,3500.75
2014-03-07,3448.09
2014-03-10,3397.19
2014-03-11,3403.75
2014-03-12,3351.17
2014-03-13,3302.23
2014-03-14,3238.95
2014-03-17,3363.63
2014-03-18,3367.3
2014-03-19,3355.26
2014-03-20,3378.66
2014-03-21,3395.99
2014-03-24,3386.03
2014-03-25,3396.7
2014-03-26,3442.97
2014-03-27,3445.38
2014-03-28,3454.35
2014-03-31,3481.44
2014-04-01,3528.91
2014-04-02,3533.83
2014-04-03,3527.36
2014-04-04,3521.73
2014-04-07,3498.5
2014-04-08,3501.16
2014-04-09,3499.36
2014-04-10,3499.06
2014-04-11,3473.87
2014-04-14,3423.37
2014-04-15,3404.44
2014-04-16,3366.57
2014-04-17,3385.14
2014-04-22,3425.17
2014-04-23,3416.93
2014-04-24,3385.48
2014-04-25,3407.62
2014-04-28,3397.56
2014-04-29,3410.77
2014-04-30,3455.24
2014-05-02,3443.28
2014-05-05,3395.93
2014-05-06,3377.16
2014-05-07,3325.5
2014-05-08,3332.8
2014-05-09,3306.91
2014-05-12,3324.76
2014-05-13,3361.34
2014-05-14,3379.72
2014-05-15,3388.92
2014-05-16,3372.11
2014-05-19,3386.54
2014-05-20,3385.39
2014-05-21,3408.54
2014-05-22,3450.45
2014-05-23,3477.13
2014-05-26,3487.49
2014-05-27,3470.41
2014-05-28,3461.11
2014-05-29,3492.79
2014-05-30,3485.53
2014-06-02,3485.2
2014-06-03,3479.73
2014-06-04,3485.7
2014-06-05,3513.61
2014-06-06,3533.58
2014-06-09,3552.72
2014-06-10,3568.04
2014-06-11,3547.57
2014-06-12,3516.55
2014-06-13,3488.07
2014-06-16,3487.73
2014-06-17,3503.44
2014-06-18,3504.64
2014-06-20,3506.65
2014-06-23,3495.64
2014-06-24,3487.36
2014-06-25,3440.63
2014-06-26,3439.37
2014-06-27,3421.01
2014-06-30,3446.01
2014-07-01,3414.45
2014-07-02,3371.69
2014-07-03,3327.99
2014-07-04,3346.33
2014-07-07,3366.35
2014-07-08,3350.12
2014-07-09,3354.24
2014-07-10,3312.46
2014-07-11,3348.87
2014-07-14,3376.03
2014-07-15,3380.19
2014-07-16,3361.6
2014-07-17,3362.35
2014-07-18,3350.43
2014-07-21,3340.82
2014-07-22,3376.6
2014-07-23,3375.98
2014-07-24,3372.24
2014-07-25,3386.03
2014-07-28,3405.79
2014-07-29,3352.21
2014-07-30,3291.55
2014-07-31,3297.3
2014-08-01,3321.95
